qid,seq_len,qtype,atype,question,answer,sequence,metadata,n_relevant_rooms_per_step,n_relevant_rooms,episode_id,is_target,slot_index,Predicted_Answer
0000000,16,spend_alone_at_step,person,"Who was alone at time 1? If there are several people alone, return the one with minimal lexicographic name.",Michael,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': True, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00000,True,0,"{""answer"": ""Daniel""}"
0000003,16,spend_alone_at_step,person,"Who was alone at time 4? If there are several people alone, return the one with minimal lexicographic name.",John,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': True, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00000,True,3,"{""answer"": ""Daniel""}"
0000002,16,spend_alone_at_step,person,"Who was alone at time 3? If there are several people alone, return the one with minimal lexicographic name.",Daniel,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': True}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00000,True,2,"{""answer"": ""Daniel""}"
0000001,16,spend_alone_at_step,person,"Who was alone at time 2? If there are several people alone, return the one with minimal lexicographic name.",Daniel,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': True}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00000,True,1,"{""answer"": ""Daniel""}"
0000004,16,spend_alone_at_step,person,"Who was alone at time 5? If there are several people alone, return the one with maximal lexicographic name.",Michael,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': True, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00000,True,4,"{""answer"": ""Sandra""}"
0000021,16,spend_alone_at_step,person,"Who was alone at time 6? If there are several people alone, return the one with maximal lexicographic name.",Mary,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': True, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00001,True,5,"{""answer"": ""John""}"
0000016,16,spend_alone_at_step,person,"Who was alone at time 1? If there are several people alone, return the one with minimal lexicographic name.",John,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': True, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00001,True,0,"{""answer"": ""John""}"
0000025,16,spend_alone_at_step,person,"Who was alone at time 10? If there are several people alone, return the one with minimal lexicographic name.",Mary,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': True, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,00001,True,9,"{""answer"": ""John""}"
0000013,16,spend_alone_at_step,person,"Who was alone at time 14? If there are several people alone, return the one with maximal lexicographic name.",Sandra,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': True, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,00000,True,13,"{""answer"": ""Mary""}"
0000020,16,spend_alone_at_step,person,"Who was alone at time 5? If there are several people alone, return the one with maximal lexicographic name.",Daniel,,"[{'step_id': 1, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 2, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 3, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 4, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 5, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': True, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 6, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 7, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 8, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 9, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 10, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 11, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 12, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 13, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 14, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 15, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}, {'step_id': 16, 'rooms': {'Kitchen': False, 'Bathroom': False, 'Garden': False, 'Office': False, 'Bedroom': False, 'Hallway': False}}]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00001,True,4,"{""answer"": ""John""}"
